DDCTransactionId0A855BE446F765509920C7AD9372958E_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.12-19.05.59, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.131680ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_73, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.005312ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002064ms, ResetLoadersForSaveUnMarkAllObjects=0.088505ms, TagPackageExports=0.050154ms, BeginCacheForCookedPlatformData=0.003539ms, SerializeImports=0.059005ms, GatherLocalizableTextData=0.003539ms, MarkNames=0.003833ms, SerializeSummary=0.009444ms, SerializeNames=0.026844ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.012394ms, SortExportsNonSeekfree=0.006489ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.346053ms, SortExportsSeekfree=0.003539ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001475ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.162851ms, SerializeBulkData=0.011209ms, AsyncWrite=0.127446ms, UnaccountedTime=0.064608ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_74, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.100009ms, TagPackageExports=0.272889ms, BeginCacheForCookedPlatformData=0.006489ms, SerializeImports=0.279088ms, GatherLocalizableTextData=0.004128ms, MarkNames=0.003837ms, SerializeSummary=0.008851ms, SerializeNames=0.051625ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.012096ms, SortExportsNonSeekfree=0.006195ms, SortExportsSeekfreeConstructor=0.008263ms, SortExportsSeekfreeInner=0.550497ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.006489ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014458ms, SerializeExports=0.445768ms, SerializeBulkData=0.011504ms, AsyncWrite=0.099715ms, UnaccountedTime=0.089686ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_75, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.196777ms, TagPackageExports=0.686206ms, BeginCacheForCookedPlatformData=0.013277ms, SerializeImports=1.077983ms, GatherLocalizableTextData=0.006787ms, MarkNames=0.026550ms, SerializeSummary=0.012688ms, SerializeNames=0.135705ms, SerializeGatherableTextData=0.005014ms, BuildExportMap=0.217427ms, SortExportsNonSeekfree=0.866167ms, SortExportsSeekfreeConstructor=0.015341ms, SortExportsSeekfreeInner=1.988404ms, SortExportsSeekfree=0.006493ms, BuildDependencyMap=0.042479ms, SerializeImportMap=0.010032ms, SerializeExportMap=0.018585ms, SerializeDependencyMap=0.008851ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.029504ms, SerializeExports=0.696529ms, SerializeBulkData=0.014752ms, AsyncWrite=0.109155ms, UnaccountedTime=0.159897ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_157, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.011507ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.743143ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_76, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.075229ms, TagPackageExports=0.047792ms, BeginCacheForCookedPlatformData=0.031862ms, SerializeImports=0.049565ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.007376ms, SerializeNames=0.013273ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008557ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.151932ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.045136ms, SerializeBulkData=0.007670ms, AsyncWrite=0.051335ms, UnaccountedTime=0.114467ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.008851ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.677355ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_77, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.004426ms, FlushStreamingFunc=0.002656ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.094406ms, TagPackageExports=0.070509ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.051040ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.002950ms, SerializeSummary=0.008553ms, SerializeNames=0.012685ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.009734ms, SortExportsSeekfreeInner=0.151344ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.005312ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016227ms, SerializeExports=0.048384ms, SerializeBulkData=0.046905ms, AsyncWrite=0.113286ms, UnaccountedTime=0.144262ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__6C92F9FE0F9192D1333FF4F27A28DE596ED2F6F4, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=1.036685ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId3A965A87411E1E591848C2B84C3AF182_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=2.249196ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__3FA1C3E1B32C93524FBAF2472B061A9912FB6CCC, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.909533ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_78, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cube.uasset, FlushAsyncLoading=0.007670ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.003833ms, ResetLoadersForSaveUnMarkAllObjects=0.148982ms, TagPackageExports=0.060774ms, BeginCacheForCookedPlatformData=0.004720ms, SerializeImports=0.073459ms, GatherLocalizableTextData=0.005603ms, MarkNames=0.007082ms, SerializeSummary=0.011504ms, SerializeNames=0.045434ms, SerializeGatherableTextData=0.005312ms, BuildExportMap=0.026550ms, SortExportsNonSeekfree=0.011504ms, SortExportsSeekfreeConstructor=0.012394ms, SortExportsSeekfreeInner=0.797424ms, SortExportsSeekfree=0.005312ms, BuildDependencyMap=0.010323ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021238ms, SerializeExports=0.066675ms, SerializeBulkData=0.010327ms, AsyncWrite=0.065196ms, UnaccountedTime=0.093818ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_79, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/RemoveSurfaceMaterial.uasset, FlushAsyncLoading=0.008553ms, FlushStreamingFunc=0.003248ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.072870ms, TagPackageExports=0.082899ms, BeginCacheForCookedPlatformData=0.005014ms, SerializeImports=0.098243ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.003245ms, SerializeSummary=0.007376ms, SerializeNames=0.029795ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.007965ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.287935ms, SortExportsSeekfree=0.003539ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011209ms, SerializeExports=0.122137ms, SerializeBulkData=0.009734ms, AsyncWrite=0.058707ms, UnaccountedTime=0.078473ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_80, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/DebugMeshMaterial.uasset, FlushAsyncLoading=0.006787ms, FlushStreamingFunc=0.002947ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.074934ms, TagPackageExports=0.148688ms, BeginCacheForCookedPlatformData=0.005014ms, SerializeImports=0.178188ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.003539ms, SerializeSummary=0.007968ms, SerializeNames=0.057232ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.011209ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.418037ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.007082ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011802ms, SerializeExports=0.251647ms, SerializeBulkData=0.011209ms, AsyncWrite=0.094108ms, UnaccountedTime=0.093818ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_81, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/M_InvalidLightmapSettings.uasset, FlushAsyncLoading=0.006784ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.106502ms, TagPackageExports=0.384405ms, BeginCacheForCookedPlatformData=0.009734ms, SerializeImports=0.482645ms, GatherLocalizableTextData=0.005607ms, MarkNames=0.008851ms, SerializeSummary=0.011802ms, SerializeNames=0.101484ms, SerializeGatherableTextData=0.005014ms, BuildExportMap=0.044841ms, SortExportsNonSeekfree=0.020359ms, SortExportsSeekfreeConstructor=0.013273ms, SortExportsSeekfreeInner=1.002759ms, SortExportsSeekfree=0.005014ms, BuildDependencyMap=0.009440ms, SerializeImportMap=0.003543ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018585ms, SerializeExports=0.465240ms, SerializeBulkData=0.011209ms, AsyncWrite=0.108566ms, UnaccountedTime=0.083487ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_159, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.011209ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.723083ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_82, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/InvalidLightmapSettings.uasset, FlushAsyncLoading=0.006493ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.076998ms, TagPackageExports=0.056054ms, BeginCacheForCookedPlatformData=0.033926ms, SerializeImports=0.051625ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.002950ms, SerializeSummary=0.008263ms, SerializeNames=0.012685ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008259ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.009440ms, SortExportsSeekfreeInner=0.160195ms, SortExportsSeekfree=0.003245ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.004131ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011507ms, SerializeExports=0.046317ms, SerializeBulkData=0.033926ms, AsyncWrite=0.103254ms, UnaccountedTime=0.144556ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__87E57DDE6EEE045F0A3F4444DC7E5DDBEB9DA85E, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.580888ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId3A965A87411E1E591848C2B84C3AF182_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__8A675B9A7E86ED55344E993623F4FE067048B76B, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.513032ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__23B11D0C14DC5B9C0C0D81B28ED055E07DD24DBD, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.050845ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_83, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/GizmoMaterial.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.003248ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.075821ms, TagPackageExports=0.165503ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.218313ms, GatherLocalizableTextData=0.004128ms, MarkNames=0.006493ms, SerializeSummary=0.007372ms, SerializeNames=0.052221ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.070214ms, SortExportsNonSeekfree=0.053987ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.544008ms, SortExportsSeekfree=0.003833ms, BuildDependencyMap=0.011213ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.004426ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011504ms, SerializeExports=0.231884ms, SerializeBulkData=0.010323ms, AsyncWrite=0.065494ms, UnaccountedTime=0.108562ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_160, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.009146ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=4399 bytes, Retrieved=true, Duration=0.672046ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_84, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Good64x64TilingNoiseHighFreq.uasset, FlushAsyncLoading=0.007670ms, FlushStreamingFunc=0.004131ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.088207ms, TagPackageExports=0.048973ms, BeginCacheForCookedPlatformData=0.033043ms, SerializeImports=0.051036ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003833ms, SerializeSummary=0.008263ms, SerializeNames=0.019174ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.009444ms, SortExportsSeekfreeInner=0.152521ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015635ms, SerializeExports=0.048384ms, SerializeBulkData=0.007965ms, AsyncWrite=0.060182ms, UnaccountedTime=0.173174ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_161, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.010915ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=22372 bytes, Retrieved=true, Duration=0.188220ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_85, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultBokeh.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.087325ms, TagPackageExports=0.052515ms, BeginCacheForCookedPlatformData=0.033334ms, SerializeImports=0.048090ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003543ms, SerializeSummary=0.006489ms, SerializeNames=0.014454ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.007078ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.138067ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005014ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.001471ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.048384ms, SerializeBulkData=0.007670ms, AsyncWrite=0.058413ms, UnaccountedTime=0.122137ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_162, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A28EC0C4486158C85466808599E49A4__1FF86D5F10DF5DA41E6C385F79D34A8F73D47BF5, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.008553ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A28EC0C4486158C85466808599E49A4__1FF86D5F10DF5DA41E6C385F79D34A8F73D47BF5, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=1.118407ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_86, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/PreintegratedSkinBRDF.uasset, FlushAsyncLoading=0.005014ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.072278ms, TagPackageExports=0.052512ms, BeginCacheForCookedPlatformData=0.033338ms, SerializeImports=0.050742ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.002950ms, SerializeSummary=0.007082ms, SerializeNames=0.011802ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.007670ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.144556ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005603ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011507ms, SerializeExports=0.102371ms, SerializeBulkData=0.010323ms, AsyncWrite=0.126265ms, UnaccountedTime=0.144262ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_163, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B1F6A23D46761DA1743FBE984F9E8__A7029B9659C79ED952199638E34300F568BEC77C, StartTime=2015.11.12-19.06.05, HierarchicalDDC, Duration=0.008851ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B1F6A23D46761DA1743FBE984F9E8__A7029B9659C79ED952199638E34300F568BEC77C, StartTime=2015.11.12-19.06.05, HierarchicalDDC, DataSize=2358 bytes, Retrieved=true, Duration=0.085849ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
