DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.25-16.39.43, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.998627ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_140, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Tutorial_DM.uasset, FlushAsyncLoading=0.008848ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003248ms, ResetLoadersForSaveUnMarkAllObjects=0.129215ms, TagPackageExports=1.736168ms, BeginCacheForCookedPlatformData=0.012390ms, SerializeImports=1.627896ms, GatherLocalizableTextData=0.006784ms, MarkNames=0.005018ms, SerializeSummary=0.011209ms, SerializeNames=0.074342ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.012390ms, SortExportsNonSeekfree=0.004128ms, SortExportsSeekfreeConstructor=0.008263ms, SortExportsSeekfreeInner=2.233561ms, SortExportsSeekfree=0.007082ms, BuildDependencyMap=0.009146ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020947ms, SerializeExports=1.716696ms, SerializeBulkData=0.016522ms, AsyncWrite=0.144854ms, UnaccountedTime=0.091456ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_141, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/EditorCube.uasset, FlushAsyncLoading=0.010323ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.108566ms, TagPackageExports=0.052806ms, BeginCacheForCookedPlatformData=0.004131ms, SerializeImports=0.067852ms, GatherLocalizableTextData=0.003837ms, MarkNames=0.004131ms, SerializeSummary=0.008553ms, SerializeNames=0.032749ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.015046ms, SortExportsNonSeekfree=0.012096ms, SortExportsSeekfreeConstructor=0.013273ms, SortExportsSeekfreeInner=0.408892ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.009734ms, SerializeImportMap=0.005309ms, SerializeExportMap=0.004426ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015639ms, SerializeExports=0.084668ms, SerializeBulkData=0.015046ms, AsyncWrite=0.087917ms, UnaccountedTime=0.107385ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_142, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/MaterialEditorTutorial.uasset, FlushAsyncLoading=0.009444ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.103548ms, TagPackageExports=0.339858ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.450194ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.005014ms, SerializeSummary=0.009146ms, SerializeNames=0.082310ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.019174ms, SortExportsNonSeekfree=0.005607ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.449017ms, SortExportsSeekfree=0.004128ms, BuildDependencyMap=0.007670ms, SerializeImportMap=0.003543ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002358ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010621ms, SerializeExports=0.531618ms, SerializeBulkData=0.010915ms, AsyncWrite=0.077587ms, UnaccountedTime=0.066083ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_143, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.uasset, FlushAsyncLoading=0.008259ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.138655ms, TagPackageExports=0.238370ms, BeginCacheForCookedPlatformData=0.005607ms, SerializeImports=0.259317ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.003245ms, SerializeSummary=0.006787ms, SerializeNames=0.039827ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.006784ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.466716ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.005309ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015046ms, SerializeExports=0.446063ms, SerializeBulkData=0.010915ms, AsyncWrite=0.184976ms, UnaccountedTime=0.083487ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_144, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/ParticleSystemEditorTutorial.uasset, FlushAsyncLoading=0.010028ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.003833ms, ResetLoadersForSaveUnMarkAllObjects=0.075821ms, TagPackageExports=0.185564ms, BeginCacheForCookedPlatformData=0.005309ms, SerializeImports=0.184976ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.005014ms, SerializeSummary=0.009738ms, SerializeNames=0.056643ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.019174ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.308584ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.008851ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011802ms, SerializeExports=0.190876ms, SerializeBulkData=0.010028ms, AsyncWrite=0.070214ms, UnaccountedTime=0.111222ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_174, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__1505695EACEF450B2360F157025789324808F0DA, StartTime=2015.11.25-16.39.49, HierarchicalDDC, Duration=0.009146ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId51467AE04D4FA1DF0FEB91AA36C822A0_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__1505695EACEF450B2360F157025789324808F0DA, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.139542ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId496C5B3F42F02F9C40EFE4A4B9EEB72A_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__19C07A42E8FFF97ABC69C34699A576D945BD4355, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.712168ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId1E7C65784AF177B0A1C8528AA8BF553F_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__13B1A9B7BAD5E041E94F1297BAC2994831BCC747, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.295311ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionIdA55BA7484FFA7E523ADD7F906D4E30A4_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__47F65D18336D505959807819EE470740C5B0779E, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.207689ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_145, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialParticleSystem.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.087030ms, TagPackageExports=0.143085ms, BeginCacheForCookedPlatformData=0.007670ms, SerializeImports=0.220377ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.015046ms, SerializeSummary=0.009440ms, SerializeNames=0.110336ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.168156ms, SortExportsNonSeekfree=0.282627ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.919562ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.018585ms, SerializeImportMap=0.005603ms, SerializeExportMap=0.008263ms, SerializeDependencyMap=0.003539ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013273ms, SerializeExports=0.127450ms, SerializeBulkData=0.009146ms, AsyncWrite=0.108860ms, UnaccountedTime=0.076115ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_146, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.uasset, FlushAsyncLoading=0.008259ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.149868ms, TagPackageExports=0.541355ms, BeginCacheForCookedPlatformData=0.011798ms, SerializeImports=0.652574ms, GatherLocalizableTextData=0.006199ms, MarkNames=0.017405ms, SerializeSummary=0.015929ms, SerializeNames=0.134528ms, SerializeGatherableTextData=0.005901ms, BuildExportMap=0.158720ms, SortExportsNonSeekfree=0.151638ms, SortExportsSeekfreeConstructor=0.015929ms, SortExportsSeekfreeInner=0.923105ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.015635ms, SerializeImportMap=0.005014ms, SerializeExportMap=0.005312ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023894ms, SerializeExports=0.687387ms, SerializeBulkData=0.010621ms, AsyncWrite=0.143375ms, UnaccountedTime=0.094112ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_175, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__79EA3066C05F876B5B83AAF3F2792679C0B0BD18, StartTime=2015.11.25-16.39.49, HierarchicalDDC, Duration=0.013571ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId496C5B3F42F02F9C40EFE4A4B9EEB72A_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__79EA3066C05F876B5B83AAF3F2792679C0B0BD18, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.152819ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId51467AE04D4FA1DF0FEB91AA36C822A0_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__7E6587768D291C2DD39DBF683F7B093F6EEEA5B0, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=5.947221ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId95B27A054A8F15D1FF5443B5D6BB743A_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__A0C5FAA70C9D1F7FBDCF20FBA9C2B95CACCFBAC6, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=2.459250ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionIdA55BA7484FFA7E523ADD7F906D4E30A4_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__9209AC813937D05A33648E084F51F5CDEDFAA6F7, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=1.327571ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_147, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_SmokeSubUV_8X8.uasset, FlushAsyncLoading=0.010327ms, FlushStreamingFunc=0.005603ms, BlockTillAllRequestsFinished=0.005607ms, ResetLoadersForSaveUnMarkAllObjects=0.264335ms, TagPackageExports=0.080541ms, BeginCacheForCookedPlatformData=0.037171ms, SerializeImports=0.057235ms, GatherLocalizableTextData=0.002947ms, MarkNames=0.004131ms, SerializeSummary=0.009440ms, SerializeNames=0.017997ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009146ms, SortExportsNonSeekfree=0.004426ms, SortExportsSeekfreeConstructor=0.010327ms, SortExportsSeekfreeInner=0.159897ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.007376ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022717ms, SerializeExports=0.051923ms, SerializeBulkData=0.089686ms, AsyncWrite=0.170521ms, UnaccountedTime=0.277020ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionIdA55BA7484FFA7E523ADD7F906D4E30A4_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__9024C3FF7AA8FAC8E5F28E06510B42EAEFCD0F19, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.242207ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_176, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__389E3E4629443564C58A30B0EE957E4A834EE893, StartTime=2015.11.25-16.39.49, HierarchicalDDC, Duration=0.009440ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId95B27A054A8F15D1FF5443B5D6BB743A_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__389E3E4629443564C58A30B0EE957E4A834EE893, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.132758ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId1E7C65784AF177B0A1C8528AA8BF553F_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__3DBDECE29606A698D5C4A0999706EDB1D150A05A, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.351174ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId51467AE04D4FA1DF0FEB91AA36C822A0_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__728CB71FAFD2E4C073DBD859949037CB00598117, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.306226ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId496C5B3F42F02F9C40EFE4A4B9EEB72A_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__10B419121147129CD66800CC97EDE0AD2FF2BC3B, StartTime=2015.11.25-16.39.49, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.530142ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_148, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_soft_smoke.uasset, FlushAsyncLoading=0.008557ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.004131ms, ResetLoadersForSaveUnMarkAllObjects=0.119776ms, TagPackageExports=0.057232ms, BeginCacheForCookedPlatformData=0.034224ms, SerializeImports=0.054870ms, GatherLocalizableTextData=0.003248ms, MarkNames=0.003539ms, SerializeSummary=0.009146ms, SerializeNames=0.012979ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.009440ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010323ms, SortExportsSeekfreeInner=0.154588ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006489ms, SerializeImportMap=0.004131ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002358ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018291ms, SerializeExports=0.048973ms, SerializeBulkData=0.035401ms, AsyncWrite=0.095289ms, UnaccountedTime=0.138067ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_149, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorTutorial.uasset, FlushAsyncLoading=0.010032ms, FlushStreamingFunc=0.005901ms, BlockTillAllRequestsFinished=0.004720ms, ResetLoadersForSaveUnMarkAllObjects=0.070803ms, TagPackageExports=0.007670ms, BeginCacheForCookedPlatformData=0.002656ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_150, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorWalkthrough.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.002656ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.064608ms, TagPackageExports=0.187039ms, BeginCacheForCookedPlatformData=0.005014ms, SerializeImports=0.183500ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.005607ms, SerializeSummary=0.009146ms, SerializeNames=0.069328ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.024192ms, SortExportsNonSeekfree=0.005607ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.403877ms, SortExportsSeekfree=0.003833ms, BuildDependencyMap=0.007968ms, SerializeImportMap=0.004128ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002652ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.192352ms, SerializeBulkData=0.009146ms, AsyncWrite=0.060774ms, UnaccountedTime=0.073161ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_151, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/NewBlendSpace1D.uasset, FlushAsyncLoading=0.008851ms, FlushStreamingFunc=0.005603ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.139248ms, TagPackageExports=0.016224ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.030093ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.005018ms, SerializeSummary=0.006784ms, SerializeNames=0.027437ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.033338ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.343990ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.007078ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014748ms, SerializeExports=0.021242ms, SerializeBulkData=0.007376ms, AsyncWrite=0.053987ms, UnaccountedTime=0.082012ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_152, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Idle.uasset, FlushAsyncLoading=0.009440ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.182319ms, TagPackageExports=0.221554ms, BeginCacheForCookedPlatformData=0.005018ms, SerializeImports=0.314780ms, GatherLocalizableTextData=0.005312ms, MarkNames=0.004422ms, SerializeSummary=0.008557ms, SerializeNames=0.023305ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.011507ms, SortExportsNonSeekfree=0.004426ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.507429ms, SortExportsSeekfree=0.005309ms, BuildDependencyMap=0.007082ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018291ms, SerializeExports=0.246041ms, SerializeBulkData=0.010621ms, AsyncWrite=0.074640ms, UnaccountedTime=0.066672ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_153, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Skeleton.uasset, FlushAsyncLoading=0.008553ms, FlushStreamingFunc=0.003248ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.064902ms, TagPackageExports=0.023305ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.044547ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.007082ms, SerializeNames=0.058707ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.006787ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.010621ms, SortExportsSeekfreeInner=0.081129ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.004426ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009146ms, SerializeExports=0.046909ms, SerializeBulkData=0.007082ms, AsyncWrite=0.051923ms, UnaccountedTime=0.058115ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_154, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Walk_Fwd.uasset, FlushAsyncLoading=0.007965ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.002947ms, ResetLoadersForSaveUnMarkAllObjects=0.187926ms, TagPackageExports=0.115056ms, BeginCacheForCookedPlatformData=0.004131ms, SerializeImports=0.132166ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.004131ms, SerializeSummary=0.007078ms, SerializeNames=0.022717ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.010919ms, SortExportsNonSeekfree=0.004128ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.398271ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.006493ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013866ms, SerializeExports=0.135709ms, SerializeBulkData=0.009734ms, AsyncWrite=0.067558ms, UnaccountedTime=0.065789ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
