DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.26-10.52.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.898618ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=1909 bytes, Retrieved=true, Duration=0.150163ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__C63D40BDCBDD34BF7686F4DE7E8E3F79E3975346, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=2307 bytes, Retrieved=true, Duration=0.099715ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__51E0BAA5DE2C6204E477108FEF679A79290291B4, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=1283 bytes, Retrieved=true, Duration=0.060476ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__377AF1476D1F084F5702571C4DF930106762A4A4, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=771 bytes, Retrieved=true, Duration=0.068445ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_111, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/HeatmapGradient.uasset, FlushAsyncLoading=0.006784ms, FlushStreamingFunc=0.003248ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.071391ms, TagPackageExports=0.048973ms, BeginCacheForCookedPlatformData=0.033043ms, SerializeImports=0.050448ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.007376ms, SerializeNames=0.015043ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008557ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.008848ms, SortExportsSeekfreeInner=0.148393ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005607ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012685ms, SerializeExports=0.047795ms, SerializeBulkData=0.010617ms, AsyncWrite=0.052217ms, UnaccountedTime=0.112399ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_112, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PhAT_JointLimitMaterial.uasset, FlushAsyncLoading=0.007965ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.089094ms, TagPackageExports=0.158422ms, BeginCacheForCookedPlatformData=0.005607ms, SerializeImports=0.198841ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.004426ms, SerializeSummary=0.007376ms, SerializeNames=0.073753ms, SerializeGatherableTextData=0.005312ms, BuildExportMap=0.030681ms, SortExportsNonSeekfree=0.039529ms, SortExportsSeekfreeConstructor=0.023898ms, SortExportsSeekfreeInner=0.754651ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.010327ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019472ms, SerializeExports=0.258435ms, SerializeBulkData=0.011209ms, AsyncWrite=0.101190ms, UnaccountedTime=0.085849ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_113, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicatorMaterial.uasset, FlushAsyncLoading=0.011507ms, FlushStreamingFunc=0.005309ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.097062ms, TagPackageExports=0.227455ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.252239ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.004720ms, SerializeSummary=0.008553ms, SerializeNames=0.066087ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.024781ms, SortExportsNonSeekfree=0.011507ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.619829ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.007670ms, SerializeImportMap=0.003248ms, SerializeExportMap=0.002947ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011209ms, SerializeExports=0.426594ms, SerializeBulkData=0.010617ms, AsyncWrite=0.114467ms, UnaccountedTime=0.082310ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_164, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.26-10.52.47, HierarchicalDDC, Duration=0.009146ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=23251 bytes, Retrieved=true, Duration=0.159308ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__16171D0A279E1163332B683EBEBC3BC1F3E98016, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=2.463970ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__C4821DF4BD82BD0E3E860F170714F74BB99AF852, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.656113ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__77E8DEFEC5BF83A9B1B48AF3C7ACE93859F616D2, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.249289ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_114, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicator.uasset, FlushAsyncLoading=0.007670ms, FlushStreamingFunc=0.003833ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.079360ms, TagPackageExports=0.084080ms, BeginCacheForCookedPlatformData=0.034519ms, SerializeImports=0.055168ms, GatherLocalizableTextData=0.002947ms, MarkNames=0.003837ms, SerializeSummary=0.009440ms, SerializeNames=0.019766ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.009734ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010028ms, SortExportsSeekfreeInner=0.160489ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.006784ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012390ms, SerializeExports=0.052806ms, SerializeBulkData=0.642546ms, AsyncWrite=0.862036ms, UnaccountedTime=0.280853ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_115, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/EditorBrushMaterial.uasset, FlushAsyncLoading=0.008851ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.084966ms, TagPackageExports=0.135709ms, BeginCacheForCookedPlatformData=0.005014ms, SerializeImports=0.167273ms, GatherLocalizableTextData=0.003837ms, MarkNames=0.005901ms, SerializeSummary=0.008851ms, SerializeNames=0.048973ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.016816ms, SortExportsNonSeekfree=0.010327ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.405941ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.007965ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011507ms, SerializeExports=0.212412ms, SerializeBulkData=0.010621ms, AsyncWrite=0.072870ms, UnaccountedTime=0.080835ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_116, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/SM_ColorCalibrator.uasset, FlushAsyncLoading=0.005607ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.186153ms, TagPackageExports=0.054874ms, BeginCacheForCookedPlatformData=0.004720ms, SerializeImports=0.066970ms, GatherLocalizableTextData=0.003539ms, MarkNames=0.006493ms, SerializeSummary=0.006784ms, SerializeNames=0.038940ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.064608ms, SortExportsNonSeekfree=0.007376ms, SortExportsSeekfreeConstructor=0.007372ms, SortExportsSeekfreeInner=0.613339ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.007965ms, SerializeImportMap=0.006784ms, SerializeExportMap=0.003539ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014752ms, SerializeExports=1.430236ms, SerializeBulkData=0.025667ms, AsyncWrite=1.481865ms, UnaccountedTime=0.110336ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_117, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ChromeBall.uasset, FlushAsyncLoading=0.011507ms, FlushStreamingFunc=0.004131ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.171110ms, TagPackageExports=0.373486ms, BeginCacheForCookedPlatformData=0.006493ms, SerializeImports=0.419512ms, GatherLocalizableTextData=0.004128ms, MarkNames=0.004131ms, SerializeSummary=0.010327ms, SerializeNames=0.064313ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.012096ms, SortExportsNonSeekfree=0.024486ms, SortExportsSeekfreeConstructor=0.010327ms, SortExportsSeekfreeInner=0.658769ms, SortExportsSeekfree=0.004128ms, BuildDependencyMap=0.009146ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.003245ms, SerializeDependencyMap=0.002656ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016816ms, SerializeExports=0.691224ms, SerializeBulkData=0.011798ms, AsyncWrite=0.128627ms, UnaccountedTime=0.080246ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_118, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ClearCoat.uasset, FlushAsyncLoading=0.006787ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.146326ms, TagPackageExports=0.274953ms, BeginCacheForCookedPlatformData=0.007082ms, SerializeImports=0.311539ms, GatherLocalizableTextData=0.004422ms, MarkNames=0.004131ms, SerializeSummary=0.009440ms, SerializeNames=0.055168ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.011798ms, SortExportsNonSeekfree=0.039827ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.549909ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.010028ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026554ms, SerializeExports=0.453439ms, SerializeBulkData=0.011504ms, AsyncWrite=0.100601ms, UnaccountedTime=0.082307ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_119, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.uasset, FlushAsyncLoading=0.010621ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.004720ms, ResetLoadersForSaveUnMarkAllObjects=0.199728ms, TagPackageExports=0.265516ms, BeginCacheForCookedPlatformData=0.005901ms, SerializeImports=0.295606ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.005014ms, SerializeSummary=0.008851ms, SerializeNames=0.051629ms, SerializeGatherableTextData=0.002656ms, BuildExportMap=0.011504ms, SortExportsNonSeekfree=0.013571ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.530735ms, SortExportsSeekfree=0.003833ms, BuildDependencyMap=0.007082ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015046ms, SerializeExports=0.433084ms, SerializeBulkData=0.010617ms, AsyncWrite=0.086442ms, UnaccountedTime=0.073165ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_120, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ColorGrid.uasset, FlushAsyncLoading=0.005897ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.128038ms, TagPackageExports=0.372898ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.409778ms, GatherLocalizableTextData=0.003837ms, MarkNames=0.005309ms, SerializeSummary=0.007376ms, SerializeNames=0.077885ms, SerializeGatherableTextData=0.003245ms, BuildExportMap=0.021242ms, SortExportsNonSeekfree=0.015635ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.762027ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.008848ms, SerializeImportMap=0.003543ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017699ms, SerializeExports=0.695057ms, SerializeBulkData=0.010915ms, AsyncWrite=0.138067ms, UnaccountedTime=0.089388ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_165, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__BBE6AC1ADE65EE988161E1412C57E3F88174E6E2, StartTime=2015.11.26-10.52.47, HierarchicalDDC, Duration=0.009734ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__BBE6AC1ADE65EE988161E1412C57E3F88174E6E2, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.124495ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__00BD96E3D4B0209194F30AC4FF54B8401CAFEB15, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.319503ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__D15C98456623C6C3BCC0ECDFC5974B6BDD0D448E, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.181139ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__D4A89CA09F54473C731C25FAB8E0491229BB809A, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.170518ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_121, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/T_ColorGrid.uasset, FlushAsyncLoading=0.007965ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.080246ms, TagPackageExports=0.047497ms, BeginCacheForCookedPlatformData=0.032745ms, SerializeImports=0.049271ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003543ms, SerializeSummary=0.007372ms, SerializeNames=0.013277ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.008557ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.144556ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010032ms, SerializeExports=0.050448ms, SerializeBulkData=0.035401ms, AsyncWrite=0.115056ms, UnaccountedTime=0.128925ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_122, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_GreyBall.uasset, FlushAsyncLoading=0.006493ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.173766ms, TagPackageExports=0.379093ms, BeginCacheForCookedPlatformData=0.006489ms, SerializeImports=0.438098ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.003837ms, SerializeSummary=0.008259ms, SerializeNames=0.062250ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.011802ms, SortExportsNonSeekfree=0.023894ms, SortExportsSeekfreeConstructor=0.008263ms, SortExportsSeekfreeInner=0.656407ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.007670ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016227ms, SerializeExports=0.681192ms, SerializeBulkData=0.011504ms, AsyncWrite=0.130691ms, UnaccountedTime=0.077002ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_166, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_72107D3F4110EAEF3BE5D5841EFE141__EBFABFC50FA425319A0ADC765708F5FF2CC0430C, StartTime=2015.11.26-10.52.47, HierarchicalDDC, Duration=0.011504ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_72107D3F4110EAEF3BE5D5841EFE141__EBFABFC50FA425319A0ADC765708F5FF2CC0430C, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.264335ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_123, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Blueprint_64x.uasset, FlushAsyncLoading=0.007965ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.003833ms, ResetLoadersForSaveUnMarkAllObjects=0.079654ms, TagPackageExports=0.048090ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.050154ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003833ms, SerializeSummary=0.008263ms, SerializeNames=0.018291ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.152230ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005603ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010323ms, SerializeExports=0.047795ms, SerializeBulkData=0.008259ms, AsyncWrite=0.056349ms, UnaccountedTime=0.126559ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_167, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4963A1D64E358284C2A151B90C2ACE2__0877A119ECF8D290E51A42A8C457FAB4635C4CE5, StartTime=2015.11.26-10.52.47, HierarchicalDDC, Duration=0.012983ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4963A1D64E358284C2A151B90C2ACE2__0877A119ECF8D290E51A42A8C457FAB4635C4CE5, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.158716ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_124, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_Editor_Preferences_General_40x.uasset, FlushAsyncLoading=0.009738ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.100303ms, TagPackageExports=0.111517ms, BeginCacheForCookedPlatformData=0.039533ms, SerializeImports=0.056349ms, GatherLocalizableTextData=0.003539ms, MarkNames=0.003539ms, SerializeSummary=0.007965ms, SerializeNames=0.019766ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.007965ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.147805ms, SortExportsSeekfree=0.002947ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.046611ms, SerializeBulkData=0.007968ms, AsyncWrite=0.054874ms, UnaccountedTime=0.176419ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_168, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E3__AAD3CE188F72F692D5AA9967E2CA3DEDA43A777F, StartTime=2015.11.26-10.52.47, HierarchicalDDC, Duration=0.010915ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E3__AAD3CE188F72F692D5AA9967E2CA3DEDA43A777F, StartTime=2015.11.26-10.52.47, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.213590ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
