DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.26-10.51.30, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.848759ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_50, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.007376ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.071097ms, TagPackageExports=0.009734ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.015929ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.007082ms, SerializeNames=0.014458ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009440ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.035696ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005309ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.001770ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012979ms, SerializeExports=0.008557ms, SerializeBulkData=0.007078ms, AsyncWrite=0.050154ms, UnaccountedTime=0.080243ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_51, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.005014ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.059891ms, TagPackageExports=0.010621ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.017110ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.005014ms, SerializeSummary=0.006784ms, SerializeNames=0.022717ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.025075ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.007082ms, SortExportsSeekfreeInner=0.035990ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005607ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008851ms, SerializeExports=0.007965ms, SerializeBulkData=0.006489ms, AsyncWrite=0.047501ms, UnaccountedTime=0.067260ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_52, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.005607ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.063132ms, TagPackageExports=0.011802ms, BeginCacheForCookedPlatformData=0.002652ms, SerializeImports=0.014458ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.005901ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.011209ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.006784ms, SortExportsSeekfreeInner=0.035696ms, SortExportsSeekfree=0.003248ms, BuildDependencyMap=0.005014ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001475ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009440ms, SerializeExports=0.007376ms, SerializeBulkData=0.006489ms, AsyncWrite=0.048973ms, UnaccountedTime=0.055462ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_53, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.005309ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.063725ms, TagPackageExports=0.010621ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.016227ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.004720ms, SerializeSummary=0.005901ms, SerializeNames=0.018291ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.014164ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.006784ms, SortExportsSeekfreeInner=0.065789ms, SortExportsSeekfree=0.003539ms, BuildDependencyMap=0.005312ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002656ms, SerializeStringAssetReferenceMap=0.002950ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010915ms, SerializeExports=0.011504ms, SerializeBulkData=0.007082ms, AsyncWrite=0.049267ms, UnaccountedTime=0.079360ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_54, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.004724ms, BlockTillAllRequestsFinished=0.004422ms, ResetLoadersForSaveUnMarkAllObjects=0.079360ms, TagPackageExports=0.020649ms, BeginCacheForCookedPlatformData=0.005312ms, SerializeImports=0.025667ms, GatherLocalizableTextData=0.005014ms, MarkNames=0.007376ms, SerializeSummary=0.009440ms, SerializeNames=0.027437ms, SerializeGatherableTextData=0.004426ms, BuildExportMap=0.015635ms, SortExportsNonSeekfree=0.006195ms, SortExportsSeekfreeConstructor=0.011209ms, SortExportsSeekfreeInner=0.094112ms, SortExportsSeekfree=0.005603ms, BuildDependencyMap=0.007968ms, SerializeImportMap=0.005014ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.002950ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013866ms, SerializeExports=0.015639ms, SerializeBulkData=0.012390ms, AsyncWrite=0.078179ms, UnaccountedTime=0.089094ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_55, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.005014ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.002064ms, ResetLoadersForSaveUnMarkAllObjects=0.059299ms, TagPackageExports=0.009734ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.013866ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003539ms, SerializeSummary=0.005607ms, SerializeNames=0.014160ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009440ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.006784ms, SortExportsSeekfreeInner=0.039238ms, SortExportsSeekfree=0.003833ms, BuildDependencyMap=0.005312ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.001770ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.007376ms, SerializeBulkData=0.006784ms, AsyncWrite=0.048384ms, UnaccountedTime=0.057232ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_56, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.004720ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.059593ms, TagPackageExports=0.048973ms, BeginCacheForCookedPlatformData=0.003539ms, SerializeImports=0.056349ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.005312ms, SerializeSummary=0.006784ms, SerializeNames=0.022128ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.015929ms, SortExportsNonSeekfree=0.007376ms, SortExportsSeekfreeConstructor=0.007082ms, SortExportsSeekfreeInner=0.773825ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.009734ms, SerializeImportMap=0.003539ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012390ms, SerializeExports=0.068147ms, SerializeBulkData=0.010327ms, AsyncWrite=0.068445ms, UnaccountedTime=0.103842ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_57, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.007082ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.153407ms, TagPackageExports=1.329340ms, BeginCacheForCookedPlatformData=0.010032ms, SerializeImports=1.535557ms, GatherLocalizableTextData=0.004720ms, MarkNames=0.013277ms, SerializeSummary=0.010617ms, SerializeNames=0.125974ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.133939ms, SortExportsNonSeekfree=0.428066ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=1.983389ms, SortExportsSeekfree=0.005607ms, BuildDependencyMap=0.024781ms, SerializeImportMap=0.005607ms, SerializeExportMap=0.008851ms, SerializeDependencyMap=0.004422ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.024486ms, SerializeExports=2.908558ms, SerializeBulkData=0.012979ms, AsyncWrite=0.544008ms, UnaccountedTime=0.107680ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_58, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.007082ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.069328ms, TagPackageExports=0.007965ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.013866ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.004426ms, SerializeSummary=0.007670ms, SerializeNames=0.010621ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.020061ms, SortExportsSeekfree=0.002362ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009440ms, SerializeExports=0.006195ms, SerializeBulkData=0.006195ms, AsyncWrite=0.051629ms, UnaccountedTime=0.087030ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.26-10.51.36, HierarchicalDDC, Duration=0.024192ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionIdFACE555445655F586F94A8B709FF1DE5_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.26-10.51.36, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.696827ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_59, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Red.uasset, FlushAsyncLoading=0.005312ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.007965ms, ResetLoadersForSaveUnMarkAllObjects=0.081722ms, TagPackageExports=0.052806ms, BeginCacheForCookedPlatformData=0.033338ms, SerializeImports=0.049561ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.002950ms, SerializeSummary=0.006493ms, SerializeNames=0.010915ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.007078ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.151340ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.004720ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001475ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010032ms, SerializeExports=0.045136ms, SerializeBulkData=0.007670ms, AsyncWrite=0.054285ms, UnaccountedTime=0.115056ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.26-10.51.36, HierarchicalDDC, Duration=0.011802ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId00C4EA4E41843CF3CCF570A5B5B79D27_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.26-10.51.36, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.690039ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_60, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.007376ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.004131ms, ResetLoadersForSaveUnMarkAllObjects=0.096764ms, TagPackageExports=0.053987ms, BeginCacheForCookedPlatformData=0.033338ms, SerializeImports=0.055168ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.003245ms, SerializeSummary=0.009440ms, SerializeNames=0.013277ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009738ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.009440ms, SortExportsSeekfreeInner=0.147510ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.003833ms, SerializeDependencyMap=0.002950ms, SerializeStringAssetReferenceMap=0.002950ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014454ms, SerializeExports=0.071984ms, SerializeBulkData=0.014164ms, AsyncWrite=0.065494ms, UnaccountedTime=0.121843ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_61, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorAttract.uasset, FlushAsyncLoading=0.005309ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.080243ms, TagPackageExports=0.153996ms, BeginCacheForCookedPlatformData=0.007376ms, SerializeImports=0.073459ms, GatherLocalizableTextData=0.006195ms, MarkNames=0.008263ms, SerializeSummary=0.011209ms, SerializeNames=0.066377ms, SerializeGatherableTextData=0.004426ms, BuildExportMap=0.018880ms, SortExportsNonSeekfree=0.005312ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.213001ms, SortExportsSeekfree=0.003539ms, BuildDependencyMap=0.008263ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.026554ms, SerializeBulkData=0.007670ms, AsyncWrite=0.053104ms, UnaccountedTime=0.069622ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_62, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorOverview.uasset, FlushAsyncLoading=0.005901ms, FlushStreamingFunc=0.004131ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.070509ms, TagPackageExports=0.187337ms, BeginCacheForCookedPlatformData=0.005309ms, SerializeImports=0.184383ms, GatherLocalizableTextData=0.003543ms, MarkNames=0.005603ms, SerializeSummary=0.007670ms, SerializeNames=0.073165ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.023309ms, SortExportsNonSeekfree=0.005603ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.404172ms, SortExportsSeekfree=0.004724ms, BuildDependencyMap=0.007372ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010323ms, SerializeExports=0.217725ms, SerializeBulkData=0.010915ms, AsyncWrite=0.071391ms, UnaccountedTime=0.088211ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_151, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.26-10.51.36, HierarchicalDDC, Duration=0.009146ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId00C4EA4E41843CF3CCF570A5B5B79D27_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.26-10.51.36, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.140429ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_63, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x.uasset, FlushAsyncLoading=0.005309ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.071395ms, TagPackageExports=0.048973ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.047795ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003837ms, SerializeSummary=0.006195ms, SerializeNames=0.017405ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.007082ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.007372ms, SortExportsSeekfreeInner=0.138365ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.005018ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001471ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010032ms, SerializeExports=0.045136ms, SerializeBulkData=0.007674ms, AsyncWrite=0.051625ms, UnaccountedTime=0.123318ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_64, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Installation/InstallingVisualStudioTutorial.uasset, FlushAsyncLoading=0.005607ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.064015ms, TagPackageExports=0.113286ms, BeginCacheForCookedPlatformData=0.005603ms, SerializeImports=0.035107ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.004720ms, SerializeSummary=0.007965ms, SerializeNames=0.043072ms, SerializeGatherableTextData=0.005901ms, BuildExportMap=0.032749ms, SortExportsNonSeekfree=0.010915ms, SortExportsSeekfreeConstructor=0.012096ms, SortExportsSeekfreeInner=0.275247ms, SortExportsSeekfree=0.004724ms, BuildDependencyMap=0.007965ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010915ms, SerializeExports=0.023603ms, SerializeBulkData=0.007965ms, AsyncWrite=0.058416ms, UnaccountedTime=0.106499ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_65, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/ContentIntroCurve.uasset, FlushAsyncLoading=0.006493ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.065196ms, TagPackageExports=0.010028ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.013571ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003245ms, SerializeSummary=0.007078ms, SerializeNames=0.011802ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.007670ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.087325ms, SortExportsSeekfree=0.006195ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.004426ms, SerializeExportMap=0.003833ms, SerializeDependencyMap=0.002950ms, SerializeStringAssetReferenceMap=0.002656ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013273ms, SerializeExports=0.014164ms, SerializeBulkData=0.012390ms, AsyncWrite=0.074640ms, UnaccountedTime=0.075523ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_66, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/MaskedUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.005312ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.075229ms, TagPackageExports=0.012096ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.018883ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003543ms, SerializeSummary=0.006195ms, SerializeNames=0.026550ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009440ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.007078ms, SortExportsSeekfreeInner=0.287935ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.005607ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011213ms, SerializeExports=0.012390ms, SerializeBulkData=0.007078ms, AsyncWrite=0.050448ms, UnaccountedTime=0.067558ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_67, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.007376ms, FlushStreamingFunc=0.005897ms, BlockTillAllRequestsFinished=0.028323ms, ResetLoadersForSaveUnMarkAllObjects=0.108272ms, TagPackageExports=0.165801ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.202969ms, GatherLocalizableTextData=0.003837ms, MarkNames=0.005901ms, SerializeSummary=0.007670ms, SerializeNames=0.059001ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.028618ms, SortExportsNonSeekfree=0.035994ms, SortExportsSeekfreeConstructor=0.007372ms, SortExportsSeekfreeInner=0.675883ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.011504ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.003245ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.244569ms, SerializeBulkData=0.010032ms, AsyncWrite=0.069033ms, UnaccountedTime=0.081424ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_68, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySpriteTexture.uasset, FlushAsyncLoading=0.005901ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.062246ms, TagPackageExports=0.007965ms, BeginCacheForCookedPlatformData=0.002362ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_152, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.26-10.51.36, HierarchicalDDC, Duration=0.008848ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
