DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.17-19.23.34, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.874426ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_40, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Move.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.110336ms, TagPackageExports=0.047792ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.048090ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003248ms, SerializeSummary=0.007078ms, SerializeNames=0.011209ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.007376ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.138953ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.005312ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009440ms, SerializeExports=0.043664ms, SerializeBulkData=0.007670ms, AsyncWrite=0.094112ms, UnaccountedTime=0.117712ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_145, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6C0C4B74D09BE1A7E2C31B7CA775__2D28A6C5912624B2DBBF3FF9FB4C97846C5B7077, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.008851ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdECB5AE294C0CC7A204918F95B0DE46A4_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6C0C4B74D09BE1A7E2C31B7CA775__2D28A6C5912624B2DBBF3FF9FB4C97846C5B7077, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.632513ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_41, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Slomo.uasset, FlushAsyncLoading=0.007670ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.111513ms, TagPackageExports=0.074640ms, BeginCacheForCookedPlatformData=0.054579ms, SerializeImports=0.076111ms, GatherLocalizableTextData=0.005018ms, MarkNames=0.005309ms, SerializeSummary=0.010032ms, SerializeNames=0.017405ms, SerializeGatherableTextData=0.002950ms, BuildExportMap=0.011209ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.012983ms, SortExportsSeekfreeInner=0.232469ms, SortExportsSeekfree=0.005018ms, BuildDependencyMap=0.007670ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.003539ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.002950ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014160ms, SerializeExports=0.071689ms, SerializeBulkData=0.012688ms, AsyncWrite=0.074051ms, UnaccountedTime=0.172880ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_146, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7D98C11E41884B4A67A497A07B028__D056AE9858611F8551086C386BCEE9909E137C18, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.010617ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7D98C11E41884B4A67A497A07B028__D056AE9858611F8551086C386BCEE9909E137C18, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.682961ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_42, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_ColorTrack.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.063132ms, TagPackageExports=0.047497ms, BeginCacheForCookedPlatformData=0.032749ms, SerializeImports=0.048973ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003539ms, SerializeSummary=0.007082ms, SerializeNames=0.017699ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.007078ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.140723ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005014ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009440ms, SerializeExports=0.044841ms, SerializeBulkData=0.007376ms, AsyncWrite=0.049267ms, UnaccountedTime=0.110041ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_147, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.014454ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId1F7D909A43E8F29E0379E3B1B5C75A82_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.654638ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_43, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Toggle.uasset, FlushAsyncLoading=0.005897ms, FlushStreamingFunc=0.002656ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.059295ms, TagPackageExports=0.049267ms, BeginCacheForCookedPlatformData=0.033338ms, SerializeImports=0.046317ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.002950ms, SerializeSummary=0.006489ms, SerializeNames=0.010621ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.006784ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.008263ms, SortExportsSeekfreeInner=0.132460ms, SortExportsSeekfree=0.002362ms, BuildDependencyMap=0.004720ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001475ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009146ms, SerializeExports=0.042774ms, SerializeBulkData=0.007376ms, AsyncWrite=0.049267ms, UnaccountedTime=0.107978ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_148, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.014160ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.661425ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_44, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_AudioMaster.uasset, FlushAsyncLoading=0.005309ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.067260ms, TagPackageExports=0.049267ms, BeginCacheForCookedPlatformData=0.032749ms, SerializeImports=0.045728ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.002950ms, SerializeSummary=0.005901ms, SerializeNames=0.010915ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.006493ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.129513ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.004422ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.001770ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001475ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009146ms, SerializeExports=0.042483ms, SerializeBulkData=0.007078ms, AsyncWrite=0.050154ms, UnaccountedTime=0.110924ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.008259ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId1F7D909A43E8F29E0379E3B1B5C75A82_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.670865ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_45, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Sound.uasset, FlushAsyncLoading=0.008557ms, FlushStreamingFunc=0.005014ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.070509ms, TagPackageExports=0.051331ms, BeginCacheForCookedPlatformData=0.033632ms, SerializeImports=0.047497ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003245ms, SerializeSummary=0.007670ms, SerializeNames=0.010915ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.007078ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.156358ms, SortExportsSeekfree=0.003245ms, BuildDependencyMap=0.005607ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010028ms, SerializeExports=0.044547ms, SerializeBulkData=0.007376ms, AsyncWrite=0.053991ms, UnaccountedTime=0.164617ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.010621ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.167865ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_46, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Vector.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.066675ms, TagPackageExports=0.046909ms, BeginCacheForCookedPlatformData=0.032745ms, SerializeImports=0.047795ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.002950ms, SerializeSummary=0.007372ms, SerializeNames=0.012096ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.007376ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.143081ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005312ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.044253ms, SerializeBulkData=0.007376ms, AsyncWrite=0.054579ms, UnaccountedTime=0.161078ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_151, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.008557ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdD4F0C1F043394CD19C88C793F6D73D94_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.446361ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_47, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Visibility.uasset, FlushAsyncLoading=0.004720ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.063136ms, TagPackageExports=0.048090ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.049859ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.006489ms, SerializeNames=0.010915ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.007078ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.140429ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.005309ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001475ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.043072ms, SerializeBulkData=0.007376ms, AsyncWrite=0.052217ms, UnaccountedTime=0.113286ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_152, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.11.17-19.23.40, HierarchicalDDC, Duration=0.008259ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdFDCD332B411A5021F507BFBA0351BFB5_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.11.17-19.23.40, HierarchicalDDC, DataSize=66176 bytes, Retrieved=true, Duration=0.764091ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_48, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTextureCube.uasset, FlushAsyncLoading=0.004426ms, FlushStreamingFunc=0.002656ms, BlockTillAllRequestsFinished=0.002064ms, ResetLoadersForSaveUnMarkAllObjects=0.071101ms, TagPackageExports=0.048380ms, BeginCacheForCookedPlatformData=0.032749ms, SerializeImports=0.043660ms, GatherLocalizableTextData=0.002362ms, MarkNames=0.003833ms, SerializeSummary=0.006195ms, SerializeNames=0.009146ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.006489ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.113580ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.004720ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010915ms, SerializeExports=0.052221ms, SerializeBulkData=0.008848ms, AsyncWrite=0.062250ms, UnaccountedTime=0.118595ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_49, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Master.uasset, FlushAsyncLoading=0.004724ms, FlushStreamingFunc=0.002947ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.061657ms, TagPackageExports=0.010327ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.017110ms, GatherLocalizableTextData=0.002358ms, MarkNames=0.005312ms, SerializeSummary=0.006195ms, SerializeNames=0.019174ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.024486ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.036877ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005309ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009440ms, SerializeExports=0.008263ms, SerializeBulkData=0.006784ms, AsyncWrite=0.048090ms, UnaccountedTime=0.074048ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_50, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.005901ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.078768ms, TagPackageExports=0.018585ms, BeginCacheForCookedPlatformData=0.005607ms, SerializeImports=0.025962ms, GatherLocalizableTextData=0.005309ms, MarkNames=0.005312ms, SerializeSummary=0.009734ms, SerializeNames=0.022423ms, SerializeGatherableTextData=0.003833ms, BuildExportMap=0.016522ms, SortExportsNonSeekfree=0.006784ms, SortExportsSeekfreeConstructor=0.012394ms, SortExportsSeekfreeInner=0.063721ms, SortExportsSeekfree=0.005312ms, BuildDependencyMap=0.008259ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002950ms, SerializeStringAssetReferenceMap=0.002362ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012390ms, SerializeExports=0.013571ms, SerializeBulkData=0.010621ms, AsyncWrite=0.069328ms, UnaccountedTime=0.083491ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_51, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.064313ms, TagPackageExports=0.015929ms, BeginCacheForCookedPlatformData=0.004426ms, SerializeImports=0.027731ms, GatherLocalizableTextData=0.005607ms, MarkNames=0.009734ms, SerializeSummary=0.011213ms, SerializeNames=0.035401ms, SerializeGatherableTextData=0.003539ms, BuildExportMap=0.042483ms, SortExportsNonSeekfree=0.006195ms, SortExportsSeekfreeConstructor=0.013277ms, SortExportsSeekfreeInner=0.080537ms, SortExportsSeekfree=0.006195ms, BuildDependencyMap=0.012096ms, SerializeImportMap=0.005312ms, SerializeExportMap=0.004422ms, SerializeDependencyMap=0.003543ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014752ms, SerializeExports=0.015341ms, SerializeBulkData=0.011504ms, AsyncWrite=0.075527ms, UnaccountedTime=0.090864ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_52, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.007082ms, FlushStreamingFunc=0.004128ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.070509ms, TagPackageExports=0.009440ms, BeginCacheForCookedPlatformData=0.002656ms, SerializeImports=0.016224ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003539ms, SerializeSummary=0.006787ms, SerializeNames=0.021242ms, SerializeGatherableTextData=0.003539ms, BuildExportMap=0.014160ms, SortExportsNonSeekfree=0.005014ms, SortExportsSeekfreeConstructor=0.011507ms, SortExportsSeekfreeInner=0.042483ms, SortExportsSeekfree=0.003539ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010032ms, SerializeExports=0.008259ms, SerializeBulkData=0.007376ms, AsyncWrite=0.053398ms, UnaccountedTime=0.079066ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_53, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.082605ms, TagPackageExports=0.022717ms, BeginCacheForCookedPlatformData=0.005312ms, SerializeImports=0.028320ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.008259ms, SerializeSummary=0.009444ms, SerializeNames=0.031564ms, SerializeGatherableTextData=0.003543ms, BuildExportMap=0.027731ms, SortExportsNonSeekfree=0.006489ms, SortExportsSeekfreeConstructor=0.012096ms, SortExportsSeekfreeInner=0.104140ms, SortExportsSeekfree=0.005603ms, BuildDependencyMap=0.008557ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.003837ms, SerializeDependencyMap=0.003543ms, SerializeStringAssetReferenceMap=0.002950ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015043ms, SerializeExports=0.014752ms, SerializeBulkData=0.011209ms, AsyncWrite=0.073459ms, UnaccountedTime=0.084374ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_54, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.005607ms, FlushStreamingFunc=0.003833ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.076115ms, TagPackageExports=0.015929ms, BeginCacheForCookedPlatformData=0.003543ms, SerializeImports=0.021242ms, GatherLocalizableTextData=0.004128ms, MarkNames=0.006195ms, SerializeSummary=0.008557ms, SerializeNames=0.017997ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009146ms, SortExportsNonSeekfree=0.003245ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.052806ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005014ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001475ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013277ms, SerializeExports=0.008259ms, SerializeBulkData=0.006787ms, AsyncWrite=0.052806ms, UnaccountedTime=0.058413ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
